date_index,product,price,competitor_price,marketing_spend,visibility_index,units_sold,revenue,profit,unit_cost
1,BetaBuds,76.37,79.1,17.66,0.714,9,687.37,462.37,25
2,BetaBuds,52.4,59.25,34.69,0.755,19,995.54,520.54,25
3,BetaBuds,80.24,51.22,62.89,1.01,5,401.21,276.21,25
4,BetaBuds,95.95,84.44,34.7,0.726,9,863.51,638.51,25
5,BetaBuds,69.11,78.36,40.53,0.578,11,760.17,485.17,25
6,BetaBuds,45.15,44.34,68.65,0.648,26,1173.92,523.92,25
7,BetaBuds,57.49,89.58,10.97,0.579,16,919.86,519.86,25
8,BetaBuds,70.36,44.77,21.47,0.735,3,211.08,136.08,25
9,BetaBuds,82.28,54.32,6.07,1.233,10,822.82,572.82,25
10,BetaBuds,67.82,59.19,57.54,0.69,15,1017.35,642.35,25
11,BetaBuds,64.7,40.66,77.14,1.469,16,1035.24,635.24,25
12,BetaBuds,75.67,63.44,18.2,1.264,14,1059.37,709.37,25
13,BetaBuds,68.26,65.98,35.2,0.934,13,887.34,562.34,25
14,BetaBuds,57.05,78.13,15.82,1.119,10,570.45,320.45,25
15,BetaBuds,80.59,81.32,36.34,1.022,6,483.52,333.52,25
16,BetaBuds,77.88,80.26,53.74,0.783,16,1246.12,846.12,25
17,BetaBuds,78.95,75.8,9.78,0.519,7,552.68,377.68,25
18,BetaBuds,67.98,64.82,36.33,0.875,10,679.83,429.83,25
19,BetaBuds,55.88,60.82,21.61,1.255,18,1005.91,555.91,25
20,BetaBuds,70.42,72.81,21.78,0.709,11,774.67,499.67,25
21,BetaBuds,55.08,47.71,16.94,1.421,13,715.99,390.99,25
22,BetaBuds,46.88,51.05,31.19,1.202,14,656.26,306.26,25
23,BetaBuds,73.19,55.27,56.78,1.346,18,1317.5,867.5,25
24,BetaBuds,59.22,48.32,55.27,0.966,22,1302.87,752.87,25
25,BetaBuds,63.15,65.9,23.35,1.219,19,1199.82,724.82,25
26,BetaBuds,86.91,65.27,71.85,1.463,6,521.43,371.43,25
27,BetaBuds,50.89,48.97,9.41,0.679,15,763.32,388.32,25
28,BetaBuds,47.85,48.16,5.51,1.16,7,334.96,159.96,25
29,BetaBuds,74.89,49.7,19.44,0.5,6,449.31,299.31,25
30,BetaBuds,73.23,57.84,26.13,0.941,9,659.05,434.05,25
31,BetaBuds,53.29,38.13,30.8,1.294,26,1385.51,735.51,25
32,BetaBuds,54.13,56.61,26.59,0.681,17,920.25,495.25,25
33,BetaBuds,67.05,48.16,21.36,1.177,13,871.61,546.61,25
34,BetaBuds,59.74,35.0,25.47,0.665,14,836.31,486.31,25
35,BetaBuds,59.42,52.92,28.85,0.62,10,594.22,344.22,25
36,BetaBuds,71.17,47.5,5.9,1.014,4,284.7,184.7,25
37,BetaBuds,63.22,74.02,24.14,0.505,4,252.9,152.9,25
38,BetaBuds,68.27,72.66,23.9,0.629,16,1092.35,692.35,25
39,BetaBuds,69.3,35.2,32.4,1.367,15,1039.45,664.45,25
40,BetaBuds,49.14,52.27,13.79,1.325,13,638.78,313.78,25
41,BetaBuds,50.41,55.0,10.58,0.69,11,554.55,279.55,25
42,BetaBuds,66.69,70.17,76.0,0.639,15,1000.3,625.3,25
43,BetaBuds,76.3,43.29,55.47,1.455,12,915.56,615.56,25
44,BetaBuds,74.48,60.51,32.95,1.275,17,1266.09,841.09,25
45,BetaBuds,61.02,73.77,5.2,0.797,12,732.28,432.28,25
46,BetaBuds,61.53,71.59,43.94,0.74,11,676.78,401.78,25
47,BetaBuds,65.7,73.13,1.24,0.98,11,722.72,447.72,25
48,BetaBuds,71.89,71.1,27.36,0.645,8,575.12,375.12,25
49,BetaBuds,44.31,40.92,17.63,1.294,17,753.3,328.3,25
50,BetaBuds,75.67,72.93,32.99,0.99,12,908.09,608.09,25
51,BetaBuds,76.17,56.95,20.53,1.364,12,913.99,613.99,25
52,BetaBuds,79.44,73.07,40.83,1.196,12,953.24,653.24,25
53,BetaBuds,56.89,53.09,6.33,0.776,12,682.71,382.71,25
54,BetaBuds,57.73,80.81,19.65,1.373,20,1154.55,654.55,25
55,BetaBuds,70.24,85.61,9.15,1.326,12,842.83,542.83,25
56,BetaBuds,77.94,61.36,19.42,0.527,5,389.69,264.69,25
57,BetaBuds,79.42,69.42,24.99,1.174,11,873.61,598.61,25
58,BetaBuds,82.55,72.69,28.12,0.905,11,908.01,633.01,25
59,BetaBuds,47.53,38.7,18.34,0.989,16,760.51,360.51,25
60,BetaBuds,69.79,46.92,22.17,0.506,7,488.53,313.53,25
61,BetaBuds,90.66,75.82,3.2,0.721,5,453.32,328.32,25
62,BetaBuds,55.66,43.41,28.62,1.143,13,723.55,398.55,25
63,BetaBuds,77.71,82.38,8.96,1.409,17,1321.05,896.05,25
64,BetaBuds,68.57,61.38,22.51,0.938,8,548.59,348.59,25
65,BetaBuds,76.9,38.62,12.63,1.328,14,1076.53,726.53,25
66,BetaBuds,80.8,38.07,26.88,1.487,14,1131.25,781.25,25
67,BetaBuds,37.23,35.41,13.65,1.49,15,558.44,183.44,25
68,BetaBuds,59.52,65.2,60.12,0.745,7,416.65,241.65,25
69,BetaBuds,79.82,51.29,13.09,1.176,8,638.55,438.55,25
70,BetaBuds,82.37,59.79,31.17,1.298,8,658.96,458.96,25
71,BetaBuds,73.04,49.21,12.52,0.869,14,1022.5,672.5,25
72,BetaBuds,66.59,54.37,26.6,0.609,3,199.77,124.77,25
73,BetaBuds,70.75,82.85,4.39,0.603,7,495.26,320.26,25
74,BetaBuds,88.91,68.03,6.76,1.379,9,800.21,575.21,25
75,BetaBuds,59.18,60.83,20.11,1.459,12,710.13,410.13,25
76,BetaBuds,88.21,75.14,19.24,0.682,5,441.06,316.06,25
77,BetaBuds,71.06,79.87,5.71,0.962,9,639.55,414.55,25
78,BetaBuds,62.23,80.02,34.59,1.212,16,995.72,595.72,25
79,BetaBuds,49.45,38.98,27.74,0.662,13,642.87,317.87,25
80,BetaBuds,72.86,62.71,17.4,1.445,15,1092.83,717.83,25
81,BetaBuds,50.02,57.5,21.25,0.785,15,750.24,375.24,25
82,BetaBuds,74.4,72.46,31.9,0.813,12,892.75,592.75,25
83,BetaBuds,69.53,68.22,54.54,1.037,16,1112.51,712.51,25
84,BetaBuds,91.75,79.74,27.34,0.811,5,458.76,333.76,25
85,BetaBuds,36.04,31.8,23.58,0.797,16,576.65,176.65,25
86,BetaBuds,73.77,52.89,21.96,1.486,9,663.9,438.9,25
87,BetaBuds,91.75,75.09,25.04,1.065,14,1284.51,934.51,25
88,BetaBuds,63.86,68.77,16.87,0.553,10,638.62,388.62,25
89,BetaBuds,57.65,66.16,8.48,1.482,11,634.14,359.14,25
90,BetaBuds,61.31,59.04,44.85,1.038,8,490.48,290.48,25
91,BetaBuds,72.35,58.1,29.55,0.667,5,361.77,236.77,25
92,BetaBuds,78.4,61.92,41.21,1.13,7,548.78,373.78,25
93,BetaBuds,84.9,59.52,9.18,1.356,4,339.58,239.58,25
94,BetaBuds,72.54,51.84,27.72,0.828,11,797.97,522.97,25
95,BetaBuds,80.04,45.71,19.27,0.756,7,560.31,385.31,25
96,BetaBuds,86.23,74.86,26.05,0.951,6,517.4,367.4,25
97,BetaBuds,54.09,65.45,71.74,0.833,40,2163.53,1163.53,25
98,BetaBuds,75.64,72.94,21.24,0.962,15,1134.59,759.59,25
99,BetaBuds,70.84,56.87,20.01,1.044,6,425.02,275.02,25
100,BetaBuds,71.62,75.38,17.64,0.743,7,501.36,326.36,25
101,BetaBuds,45.87,39.99,125.92,0.642,28,1284.49,584.49,25
102,BetaBuds,68.38,83.28,13.18,0.616,8,547.05,347.05,25
103,BetaBuds,69.59,59.2,46.32,0.785,10,695.87,445.87,25
104,BetaBuds,49.26,62.88,30.54,1.341,20,985.3,485.3,25
105,BetaBuds,63.3,59.99,26.07,0.687,14,886.15,536.15,25
106,BetaBuds,72.97,56.66,49.82,0.593,12,875.58,575.58,25
107,BetaBuds,52.44,51.14,51.09,0.682,13,681.72,356.72,25
108,BetaBuds,68.54,76.24,28.91,1.061,14,959.58,609.58,25
109,BetaBuds,72.17,78.13,16.47,1.406,9,649.56,424.56,25
110,BetaBuds,75.89,80.0,36.87,0.664,19,1441.86,966.86,25
111,BetaBuds,34.98,32.53,34.36,0.634,16,559.61,159.61,25
112,BetaBuds,46.28,55.4,8.71,0.511,5,231.42,106.42,25
113,BetaBuds,45.14,54.54,33.05,0.967,20,902.84,402.84,25
114,BetaBuds,90.31,74.62,29.93,1.109,13,1174.05,849.05,25
115,BetaBuds,96.4,84.6,50.06,0.726,8,771.22,571.22,25
116,BetaBuds,60.08,63.59,160.34,0.965,29,1742.28,1017.28,25
117,BetaBuds,76.57,71.46,5.29,0.771,7,535.97,360.97,25
118,BetaBuds,56.56,53.51,58.55,1.052,20,1131.24,631.24,25
119,BetaBuds,65.6,39.69,45.89,1.008,8,524.79,324.79,25
120,BetaBuds,95.36,89.51,8.95,0.747,5,476.82,351.82,25
121,BetaBuds,82.4,53.77,21.28,1.097,5,411.99,286.99,25
122,BetaBuds,64.21,66.94,69.91,0.884,4,256.83,156.83,25
123,BetaBuds,43.29,47.05,4.37,1.064,20,865.81,365.81,25
124,BetaBuds,65.66,68.42,77.21,0.732,17,1116.27,691.27,25
125,BetaBuds,55.29,51.13,34.12,0.763,16,884.63,484.63,25
126,BetaBuds,68.14,52.13,20.99,1.4,9,613.3,388.3,25
127,BetaBuds,50.28,40.66,36.25,0.785,11,553.04,278.04,25
128,BetaBuds,70.83,65.13,25.49,1.299,12,849.97,549.97,25
129,BetaBuds,70.58,47.49,8.65,1.032,11,776.36,501.36,25
130,BetaBuds,54.48,51.92,34.7,1.029,11,599.31,324.31,25
131,BetaBuds,42.4,45.41,19.34,1.451,18,763.18,313.18,25
132,BetaBuds,67.34,39.18,15.79,1.274,5,336.72,211.72,25
133,BetaBuds,48.56,35.05,29.11,0.592,18,874.11,424.11,25
134,BetaBuds,59.24,76.56,50.64,0.837,12,710.94,410.94,25
135,BetaBuds,50.51,37.83,17.48,1.031,13,656.64,331.64,25
136,BetaBuds,62.87,43.9,29.81,1.212,11,691.6,416.6,25
137,BetaBuds,46.83,35.36,12.52,0.615,22,1030.33,480.33,25
138,BetaBuds,81.42,81.34,10.61,0.872,10,814.18,564.18,25
139,BetaBuds,51.02,61.71,86.19,0.847,22,1122.53,572.53,25
140,BetaBuds,82.75,49.51,12.08,0.827,3,248.26,173.26,25
141,BetaBuds,54.17,49.12,73.79,0.996,16,866.68,466.68,25
142,BetaBuds,84.81,74.64,46.56,0.521,11,932.9,657.9,25
143,BetaBuds,62.53,45.05,28.61,0.585,11,687.84,412.84,25
144,BetaBuds,73.1,35.66,30.8,1.19,10,730.96,480.96,25
145,BetaBuds,41.17,35.33,36.46,0.807,26,1070.44,420.44,25
146,BetaBuds,75.8,63.41,62.99,1.347,14,1061.14,711.14,25
147,BetaBuds,59.98,76.47,2.87,1.482,26,1559.37,909.37,25
148,BetaBuds,88.55,89.27,65.98,1.443,16,1416.78,1016.78,25
149,BetaBuds,57.67,64.1,12.0,0.977,11,634.39,359.39,25
150,BetaBuds,70.48,45.57,74.63,0.581,8,563.87,363.87,25
151,BetaBuds,45.57,54.1,9.9,0.535,7,318.98,143.98,25
152,BetaBuds,82.96,54.05,5.43,1.45,3,248.87,173.87,25
153,BetaBuds,50.11,40.45,32.01,1.359,19,952.11,477.11,25
154,BetaBuds,52.81,72.12,42.8,0.586,18,950.58,500.58,25
155,BetaBuds,44.06,50.92,20.68,0.592,20,881.28,381.28,25
156,BetaBuds,74.53,39.35,64.86,1.322,8,596.25,396.25,25
157,BetaBuds,75.71,82.83,19.19,0.603,11,832.78,557.78,25
158,BetaBuds,51.05,67.32,30.67,0.629,17,867.8,442.8,25
159,BetaBuds,86.94,69.28,9.08,0.933,6,521.63,371.63,25
160,BetaBuds,78.65,73.88,68.72,0.573,10,786.52,536.52,25
161,BetaBuds,55.96,63.51,24.02,0.598,20,1119.11,619.11,25
162,BetaBuds,53.17,55.79,25.65,0.817,9,478.54,253.54,25
163,BetaBuds,46.44,51.94,26.58,0.872,21,975.33,450.33,25
164,BetaBuds,69.53,60.85,20.02,0.929,16,1112.44,712.44,25
165,BetaBuds,67.07,67.59,26.85,1.443,9,603.66,378.66,25
166,BetaBuds,74.18,41.24,24.35,0.619,9,667.64,442.64,25
167,BetaBuds,69.65,64.62,2.14,0.725,9,626.89,401.89,25
168,BetaBuds,63.32,73.22,42.0,0.884,16,1013.17,613.17,25
169,BetaBuds,56.34,56.2,11.37,0.729,14,788.8,438.8,25
170,BetaBuds,68.02,76.52,14.03,0.818,11,748.2,473.2,25
171,BetaBuds,65.81,76.33,28.02,1.086,14,921.34,571.34,25
172,BetaBuds,51.82,52.17,9.8,1.263,16,829.04,429.04,25
173,BetaBuds,57.63,72.64,14.11,0.924,15,864.48,489.48,25
174,BetaBuds,49.27,42.12,38.57,1.271,18,886.84,436.84,25
175,BetaBuds,80.39,46.37,72.28,1.401,25,2009.83,1384.83,25
176,BetaBuds,61.07,37.66,62.86,1.289,22,1343.57,793.57,25
177,BetaBuds,59.34,44.45,49.52,1.408,16,949.49,549.49,25
178,BetaBuds,87.5,86.17,37.02,1.077,10,875.0,625.0,25
179,BetaBuds,73.05,57.14,41.24,0.974,9,657.47,432.47,25
180,BetaBuds,70.4,60.32,42.29,0.823,11,774.45,499.45,25
181,BetaBuds,82.15,61.53,15.71,1.283,10,821.5,571.5,25
182,BetaBuds,75.15,56.36,57.15,1.274,15,1127.23,752.23,25
183,BetaBuds,52.53,44.43,20.86,0.911,11,577.83,302.83,25
184,BetaBuds,52.72,45.5,35.7,1.185,15,790.82,415.82,25
185,BetaBuds,63.41,64.9,41.03,0.574,6,380.46,230.46,25
186,BetaBuds,44.26,42.79,92.3,0.879,27,1195.15,520.15,25
187,BetaBuds,73.22,71.58,30.49,1.385,13,951.88,626.88,25
188,BetaBuds,69.63,88.77,14.41,0.982,21,1462.19,937.19,25
189,BetaBuds,76.94,57.49,69.29,0.905,12,923.31,623.31,25
190,BetaBuds,67.74,49.15,34.25,0.822,11,745.1,470.1,25
191,BetaBuds,63.85,66.02,31.76,0.994,14,893.87,543.87,25
192,BetaBuds,47.54,38.75,106.08,1.138,22,1045.98,495.98,25
193,BetaBuds,46.33,57.89,56.88,0.865,22,1019.35,469.35,25
194,BetaBuds,68.12,59.71,27.38,1.053,16,1089.92,689.92,25
195,BetaBuds,72.45,44.77,12.78,0.867,5,362.26,237.26,25
196,BetaBuds,51.86,59.79,16.64,0.776,11,570.5,295.5,25
197,BetaBuds,51.35,72.21,16.73,0.952,12,616.14,316.14,25
198,BetaBuds,83.46,73.45,99.42,0.583,10,834.59,584.59,25
199,BetaBuds,60.29,38.11,33.62,1.233,4,241.18,141.18,25
200,BetaBuds,59.57,58.07,48.09,1.421,20,1191.31,691.31,25
201,BetaBuds,62.81,63.8,8.48,0.702,10,628.14,378.14,25
202,BetaBuds,70.21,56.1,56.15,1.348,13,912.72,587.72,25
203,BetaBuds,70.14,65.42,5.6,1.105,9,631.3,406.3,25
204,BetaBuds,53.22,73.91,30.75,0.663,10,532.22,282.22,25
205,BetaBuds,76.49,79.06,19.68,1.428,14,1070.81,720.81,25
206,BetaBuds,59.56,77.65,48.06,0.83,13,774.25,449.25,25
207,BetaBuds,60.36,35.79,63.77,0.576,7,422.51,247.51,25
208,BetaBuds,45.88,40.94,10.07,0.571,22,1009.39,459.39,25
209,BetaBuds,84.02,75.35,4.23,1.0,5,420.08,295.08,25
210,BetaBuds,44.04,47.71,27.19,1.093,29,1277.26,552.26,25
211,BetaBuds,58.22,49.13,46.08,1.189,11,640.47,365.47,25
212,BetaBuds,61.62,68.29,43.32,1.443,5,308.1,183.1,25
213,BetaBuds,70.75,71.02,47.87,1.238,9,636.71,411.71,25
214,BetaBuds,63.41,57.87,24.12,0.774,9,570.65,345.65,25
215,BetaBuds,83.28,74.08,26.06,1.042,9,749.52,524.52,25
216,BetaBuds,62.92,72.0,22.84,0.771,17,1069.6,644.6,25
217,BetaBuds,49.74,40.17,18.27,0.856,19,945.1,470.1,25
218,BetaBuds,69.58,80.17,16.21,0.705,14,974.15,624.15,25
219,BetaBuds,57.1,79.65,29.46,0.778,5,285.49,160.49,25
220,BetaBuds,57.19,72.56,15.39,1.481,8,457.56,257.56,25
221,BetaBuds,62.24,87.6,39.0,0.725,8,497.9,297.9,25
222,BetaBuds,62.98,87.97,6.8,1.334,14,881.67,531.67,25
223,BetaBuds,61.39,60.63,5.0,0.988,8,491.14,291.14,25
224,BetaBuds,65.85,70.33,12.26,0.576,4,263.39,163.39,25
225,BetaBuds,76.82,66.73,4.96,0.771,16,1229.13,829.13,25
226,BetaBuds,57.83,56.45,110.55,0.69,16,925.21,525.21,25
227,BetaBuds,59.94,77.82,23.21,1.007,19,1138.85,663.85,25
228,BetaBuds,83.25,79.17,9.97,0.885,10,832.48,582.48,25
229,BetaBuds,75.58,79.64,58.7,0.556,5,377.91,252.91,25
230,BetaBuds,69.35,79.59,25.4,0.691,2,138.7,88.7,25
231,BetaBuds,57.31,49.65,18.18,1.244,12,687.76,387.76,25
232,BetaBuds,45.07,44.08,26.18,1.444,23,1036.55,461.55,25
233,BetaBuds,61.32,40.14,26.57,0.978,16,981.08,581.08,25
234,BetaBuds,77.72,52.12,27.65,0.959,14,1088.12,738.12,25
235,BetaBuds,52.36,78.71,50.93,1.138,24,1256.67,656.67,25
236,BetaBuds,89.31,81.16,22.22,1.115,8,714.47,514.47,25
237,BetaBuds,63.28,50.65,2.49,0.704,6,379.65,229.65,25
238,BetaBuds,50.1,68.86,22.48,1.098,14,701.33,351.33,25
239,BetaBuds,53.6,58.74,29.77,0.821,8,428.8,228.8,25
240,BetaBuds,68.83,73.78,19.62,1.288,6,412.97,262.97,25
241,BetaBuds,71.77,76.4,22.63,0.985,16,1148.29,748.29,25
242,BetaBuds,55.45,70.68,3.92,1.479,13,720.8,395.8,25
243,BetaBuds,64.21,61.62,23.49,0.753,13,834.68,509.68,25
244,BetaBuds,58.36,68.88,18.13,0.804,13,758.66,433.66,25
245,BetaBuds,60.18,33.73,13.56,1.082,18,1083.32,633.32,25
246,BetaBuds,77.82,43.76,43.02,0.977,8,622.55,422.55,25
247,BetaBuds,69.76,51.15,26.34,1.387,12,837.11,537.11,25
248,BetaBuds,68.68,69.76,28.69,1.443,11,755.45,480.45,25
249,BetaBuds,81.59,63.06,21.44,0.893,9,734.27,509.27,25
250,BetaBuds,86.23,87.93,33.38,1.02,11,948.51,673.51,25
251,BetaBuds,50.71,69.23,7.6,1.006,9,456.43,231.43,25
252,BetaBuds,55.71,76.78,80.6,1.253,23,1281.32,706.32,25
253,BetaBuds,49.5,60.52,16.61,0.81,14,693.04,343.04,25
254,BetaBuds,74.29,61.82,14.77,0.741,7,520.05,345.05,25
255,BetaBuds,65.35,37.49,56.74,0.643,7,457.42,282.42,25
256,BetaBuds,81.13,83.38,46.47,1.249,21,1703.68,1178.68,25
257,BetaBuds,88.98,77.4,32.39,1.448,16,1423.71,1023.71,25
258,BetaBuds,73.2,70.72,28.06,0.712,4,292.78,192.78,25
259,BetaBuds,67.46,36.96,39.52,1.342,7,472.21,297.21,25
260,BetaBuds,79.93,42.12,7.0,0.891,3,239.8,164.8,25
261,BetaBuds,46.44,39.04,12.47,1.451,17,789.54,364.54,25
262,BetaBuds,60.16,77.53,33.39,0.741,10,601.61,351.61,25
263,BetaBuds,80.13,68.5,15.78,1.323,10,801.3,551.3,25
264,BetaBuds,65.3,74.57,28.39,1.253,13,848.96,523.96,25
265,BetaBuds,56.61,67.61,19.64,1.348,19,1075.51,600.51,25
266,BetaBuds,87.94,59.12,5.97,1.178,5,439.71,314.71,25
267,BetaBuds,81.61,77.67,95.34,0.532,4,326.46,226.46,25
268,BetaBuds,66.53,60.52,21.22,0.738,16,1064.48,664.48,25
269,BetaBuds,58.85,64.57,11.01,0.592,13,765.1,440.1,25
270,BetaBuds,72.17,56.37,18.47,0.831,9,649.54,424.54,25
271,BetaBuds,69.85,73.5,48.84,0.948,22,1536.72,986.72,25
272,BetaBuds,61.87,43.42,25.9,1.468,15,928.03,553.03,25
273,BetaBuds,62.49,82.75,17.74,0.633,14,874.86,524.86,25
274,BetaBuds,54.69,67.38,12.82,1.449,10,546.94,296.94,25
275,BetaBuds,47.24,48.39,74.54,1.395,26,1228.22,578.22,25
276,BetaBuds,72.99,36.5,2.61,0.949,3,218.96,143.96,25
277,BetaBuds,61.31,85.8,37.7,1.208,23,1410.08,835.08,25
278,BetaBuds,86.0,57.71,7.89,0.746,10,859.96,609.96,25
279,BetaBuds,42.7,46.22,22.46,0.981,25,1067.45,442.45,25
280,BetaBuds,75.74,65.09,14.09,1.26,13,984.57,659.57,25
281,BetaBuds,83.28,66.71,7.74,0.538,10,832.76,582.76,25
282,BetaBuds,67.87,78.54,45.64,1.2,25,1696.72,1071.72,25
283,BetaBuds,69.36,73.1,0.45,1.467,11,762.94,487.94,25
284,BetaBuds,77.69,66.41,24.4,0.545,7,543.8,368.8,25
285,BetaBuds,81.81,70.38,27.94,1.119,15,1227.22,852.22,25
286,BetaBuds,60.4,67.51,33.0,1.249,31,1872.32,1097.32,25
287,BetaBuds,51.6,74.32,19.84,0.583,12,619.19,319.19,25
288,BetaBuds,71.05,39.36,32.77,1.496,12,852.54,552.54,25
289,BetaBuds,52.39,67.89,25.12,1.063,16,838.25,438.25,25
290,BetaBuds,88.6,66.29,12.31,0.526,8,708.82,508.82,25
291,BetaBuds,70.66,42.93,8.77,1.259,7,494.6,319.6,25
292,BetaBuds,77.31,52.24,19.59,1.317,14,1082.36,732.36,25
293,BetaBuds,63.93,80.92,14.69,0.88,19,1214.71,739.71,25
294,BetaBuds,61.39,63.3,18.52,0.944,18,1105.08,655.08,25
295,BetaBuds,33.67,36.59,12.83,0.561,22,740.75,190.75,25
296,BetaBuds,91.98,75.85,18.69,1.465,12,1103.8,803.8,25
297,BetaBuds,65.75,60.62,32.84,0.93,19,1249.25,774.25,25
298,BetaBuds,74.07,40.79,44.28,1.13,3,222.22,147.22,25
299,BetaBuds,63.32,35.04,57.82,0.763,21,1329.69,804.69,25
300,BetaBuds,49.33,51.51,22.97,1.228,18,887.87,437.87,25
301,BetaBuds,53.29,55.27,46.73,1.484,22,1172.34,622.34,25
302,BetaBuds,57.0,52.15,49.31,0.962,23,1311.07,736.07,25
303,BetaBuds,57.76,64.27,26.56,0.814,24,1386.14,786.14,25
304,BetaBuds,80.17,54.77,11.81,0.954,9,721.54,496.54,25
305,BetaBuds,51.17,73.63,11.95,0.973,13,665.23,340.23,25
306,BetaBuds,88.68,70.26,41.78,1.171,10,886.77,636.77,25
307,BetaBuds,73.89,39.63,17.53,1.033,7,517.26,342.26,25
308,BetaBuds,71.78,74.39,30.7,0.992,14,1004.92,654.92,25
309,BetaBuds,42.77,39.45,10.37,0.56,16,684.34,284.34,25
310,BetaBuds,50.13,37.54,18.94,0.843,11,551.45,276.45,25
311,BetaBuds,82.69,57.43,36.87,1.065,5,413.44,288.44,25
312,BetaBuds,74.1,77.82,39.22,0.56,6,444.58,294.58,25
313,BetaBuds,54.57,73.25,15.45,1.133,11,600.31,325.31,25
314,BetaBuds,67.81,63.95,8.77,0.6,13,881.47,556.47,25
315,BetaBuds,69.51,46.49,32.74,0.672,18,1251.2,801.2,25
316,BetaBuds,53.02,51.43,44.34,1.227,22,1166.44,616.44,25
317,BetaBuds,62.42,83.69,54.81,0.747,18,1123.51,673.51,25
318,BetaBuds,61.26,68.32,31.6,1.362,26,1592.79,942.79,25
319,BetaBuds,57.54,59.66,43.43,0.831,10,575.4,325.4,25
320,BetaBuds,72.23,73.63,37.84,1.021,18,1300.07,850.07,25
321,BetaBuds,66.4,78.11,40.23,0.918,17,1128.8,703.8,25
322,BetaBuds,61.98,61.72,19.25,0.833,11,681.74,406.74,25
323,BetaBuds,76.1,66.16,14.05,1.143,13,989.32,664.32,25
324,BetaBuds,49.81,44.17,17.53,1.127,16,797.0,397.0,25
325,BetaBuds,83.3,73.86,20.11,1.035,14,1166.14,816.14,25
326,BetaBuds,85.6,66.51,40.44,0.934,19,1626.35,1151.35,25
327,BetaBuds,83.38,71.4,9.89,0.997,12,1000.5,700.5,25
328,BetaBuds,59.67,41.87,71.36,1.438,15,895.01,520.01,25
329,BetaBuds,35.52,34.21,25.02,0.508,17,603.87,178.87,25
330,BetaBuds,77.71,75.75,13.11,1.337,11,854.82,579.82,25
331,BetaBuds,67.99,74.1,21.43,0.864,14,951.89,601.89,25
332,BetaBuds,87.58,68.14,58.81,0.574,4,350.32,250.32,25
333,BetaBuds,60.96,70.22,18.13,1.418,19,1158.21,683.21,25
334,BetaBuds,52.65,42.23,8.02,1.019,6,315.93,165.93,25
335,BetaBuds,70.0,50.33,1.46,0.616,2,140.01,90.01,25
336,BetaBuds,80.0,79.72,44.61,0.569,10,799.96,549.96,25
337,BetaBuds,64.28,80.06,60.15,1.483,15,964.25,589.25,25
338,BetaBuds,87.92,68.13,7.32,1.165,7,615.47,440.47,25
339,BetaBuds,59.72,88.43,12.7,1.305,12,716.58,416.58,25
340,BetaBuds,59.6,53.92,64.45,0.69,14,834.36,484.36,25
341,BetaBuds,64.82,78.95,17.88,1.221,23,1490.92,915.92,25
342,BetaBuds,49.1,38.15,23.33,1.412,14,687.45,337.45,25
343,BetaBuds,50.97,41.34,6.22,0.744,13,662.56,337.56,25
344,BetaBuds,74.71,53.38,56.24,0.716,8,597.72,397.72,25
345,BetaBuds,62.37,70.45,25.6,1.424,26,1621.62,971.62,25
346,BetaBuds,64.65,62.75,50.92,0.96,8,517.18,317.18,25
347,BetaBuds,65.18,74.26,26.93,0.993,17,1107.99,682.99,25
348,BetaBuds,82.24,85.58,20.46,1.43,12,986.92,686.92,25
349,BetaBuds,55.97,59.83,32.72,0.52,21,1175.32,650.32,25
350,BetaBuds,83.77,60.3,39.3,1.327,12,1005.26,705.26,25
351,BetaBuds,69.98,54.35,26.42,1.281,11,769.8,494.8,25
352,BetaBuds,72.45,63.99,54.08,1.192,17,1231.72,806.72,25
353,BetaBuds,61.35,59.8,17.46,0.699,6,368.11,218.11,25
354,BetaBuds,70.11,38.47,20.95,0.994,10,701.07,451.07,25
355,BetaBuds,48.18,60.11,29.48,0.887,16,770.86,370.86,25
356,BetaBuds,55.42,50.62,26.58,1.064,21,1163.77,638.77,25
357,BetaBuds,70.04,79.98,52.32,0.531,15,1050.65,675.65,25
358,BetaBuds,77.79,86.62,3.6,1.484,14,1089.08,739.08,25
359,BetaBuds,55.96,74.45,54.76,0.883,14,783.42,433.42,25
360,BetaBuds,48.23,56.79,32.6,1.397,16,771.69,371.69,25
361,BetaBuds,65.33,81.99,48.79,0.849,22,1437.25,887.25,25
362,BetaBuds,69.81,56.01,45.64,1.187,17,1186.81,761.81,25
363,BetaBuds,76.03,68.84,17.69,1.475,4,304.12,204.12,25
364,BetaBuds,46.62,46.14,8.61,1.364,28,1305.5,605.5,25
0,GammaBand,64.46,55.11,35.85,1.414,41,2642.84,1904.84,18
1,GammaBand,74.05,55.59,7.77,1.191,21,1555.14,1177.14,18
2,GammaBand,49.19,72.18,10.99,1.049,63,3099.21,1965.21,18
3,GammaBand,86.79,77.02,20.96,0.678,23,1996.11,1582.11,18
4,GammaBand,52.46,53.6,15.39,0.763,36,1888.73,1240.73,18
5,GammaBand,29.9,33.18,1.57,1.168,36,1076.47,428.47,18
6,GammaBand,57.94,66.03,59.22,1.301,64,3708.3,2556.3,18
7,GammaBand,84.17,65.19,34.57,1.005,28,2356.67,1852.67,18
8,GammaBand,31.3,28.11,16.47,0.641,52,1627.81,691.81,18
