date_index,day_of_week,day_of_year,is_weekend,is_holiday,product,category,unit_cost,price,discount_rate,effective_price,competitor_price,price_gap_pct,marketing_spend,visibility_index,units_sold,revenue,profit,margin_pct
134,1,134,0,0,ThetaMat,Accessories,15,35.46,0.064,33.19,35.54,-6.61,1.24,0.5,10,331.91,181.91,54.81
135,2,135,0,0,AlphaWatch,Wearables,40,103.46,0.212,81.53,108.89,-25.13,21.57,0.82,10,815.26,415.26,50.94
135,2,135,0,0,BetaBuds,Audio,25,62.61,0.088,57.1,63.02,-9.39,8.3,0.855,5,285.5,160.5,56.22
135,2,135,0,0,GammaBand,Wearables,18,44.52,0.11,39.62,51.73,-23.4,17.6,0.635,12,475.47,259.47,54.57
135,2,135,0,0,DeltaDock,Accessories,30,82.93,0.047,79.03,84.81,-6.81,56.82,0.949,3,237.1,147.1,62.04
135,2,135,0,0,EpsilonCam,Imaging,55,115.2,0.131,100.11,128.22,-21.92,43.19,0.858,5,500.54,225.54,45.06
135,2,135,0,0,ZetaHub,Accessories,22,41.14,0.026,40.07,51.59,-22.33,20.76,0.804,18,721.27,325.27,45.1
135,2,135,0,0,EtaDesk,Furniture,80,205.05,0.026,199.72,181.39,10.1,24.42,0.614,2,399.44,239.44,59.94
135,2,135,0,0,ThetaMat,Accessories,15,31.16,0.028,30.29,35.26,-14.1,7.15,0.636,16,484.6,244.6,50.47
136,3,136,0,0,AlphaWatch,Wearables,40,110.27,0.032,106.74,124.54,-14.29,32.09,0.736,6,640.45,400.45,62.53
136,3,136,0,0,BetaBuds,Audio,25,52.13,0.134,45.14,42.92,5.18,8.02,0.5,6,270.87,120.87,44.62
136,3,136,0,0,GammaBand,Wearables,18,30.72,0.135,26.57,31.14,-14.67,2.72,0.743,36,956.62,308.62,32.26
136,3,136,0,0,DeltaDock,Accessories,30,79.68,0.079,73.39,91.83,-20.09,25.23,0.808,2,146.77,86.77,59.12
136,3,136,0,0,EpsilonCam,Imaging,55,109.53,0.017,107.67,100.19,7.46,40.6,0.875,6,646.01,316.01,48.92
136,3,136,0,0,ZetaHub,Accessories,22,58.94,0.056,55.64,72.52,-23.28,49.59,0.938,13,723.31,437.31,60.46
136,3,136,0,0,EtaDesk,Furniture,80,162.93,0.043,155.92,142.74,9.24,26.68,0.642,3,467.77,227.77,48.69
136,3,136,0,0,ThetaMat,Accessories,15,30.61,0.033,29.6,41.11,-28.0,8.29,0.5,16,473.6,233.6,49.32
137,4,137,0,0,AlphaWatch,Wearables,40,98.59,0.04,94.65,122.94,-23.01,98.89,1.12,6,567.88,327.88,57.74
137,4,137,0,0,BetaBuds,Audio,25,49.23,0.02,48.25,50.39,-4.26,18.28,0.541,11,530.7,255.7,48.18
137,4,137,0,0,GammaBand,Wearables,18,33.13,0.038,31.87,30.84,3.34,11.12,0.692,36,1147.36,499.36,43.52
137,4,137,0,0,DeltaDock,Accessories,30,63.17,0.106,56.47,71.81,-21.36,11.1,0.561,1,56.47,26.47,46.88
137,4,137,0,0,EpsilonCam,Imaging,55,136.96,0.064,128.19,153.08,-16.26,31.89,0.576,4,512.78,292.78,57.1
137,4,137,0,0,ZetaHub,Accessories,22,59.41,0.024,57.98,56.85,2.0,35.78,0.91,17,985.73,611.73,62.06
137,4,137,0,0,EtaDesk,Furniture,80,189.72,0.115,167.9,209.89,-20.0,76.47,1.182,8,1343.22,703.22,52.35
137,4,137,0,0,ThetaMat,Accessories,15,39.4,0.047,37.55,45.45,-17.39,17.76,0.672,19,713.42,428.42,60.05
138,5,138,1,0,AlphaWatch,Wearables,40,90.1,0.029,87.49,101.25,-13.59,43.19,0.925,7,612.41,332.41,54.28
138,5,138,1,0,BetaBuds,Audio,25,49.74,0.078,45.86,49.75,-7.82,87.0,0.853,32,1467.53,667.53,45.49
138,5,138,1,0,GammaBand,Wearables,18,46.86,0.013,46.25,42.69,8.34,126.27,1.5,49,2266.29,1384.29,61.08
138,5,138,1,0,DeltaDock,Accessories,30,60.4,0.044,57.74,63.32,-8.81,70.29,1.059,7,404.2,194.2,48.05
138,5,138,1,0,EpsilonCam,Imaging,55,106.15,0.06,99.78,102.97,-3.1,93.98,1.444,11,1097.59,492.59,44.88
138,5,138,1,0,ZetaHub,Accessories,22,56.64,0.116,50.07,62.2,-19.5,26.39,0.688,14,700.98,392.98,56.06
138,5,138,1,0,EtaDesk,Furniture,80,141.88,0.133,123.01,140.46,-12.42,9.28,0.5,3,369.03,129.03,34.96
138,5,138,1,0,ThetaMat,Accessories,15,40.86,0.001,40.82,41.14,-0.78,12.95,0.707,13,530.65,335.65,63.25
139,6,139,1,0,AlphaWatch,Wearables,40,81.75,0.054,77.34,93.42,-17.22,33.76,0.862,13,1005.36,485.36,48.28
139,6,139,1,0,BetaBuds,Audio,25,64.29,0.067,59.98,66.89,-10.33,53.52,1.103,16,959.72,559.72,58.32
139,6,139,1,0,GammaBand,Wearables,18,49.7,0.008,49.3,49.59,-0.58,4.89,0.643,6,295.81,187.81,63.49
139,6,139,1,0,DeltaDock,Accessories,30,77.84,0.096,70.37,76.98,-8.59,20.71,0.746,2,140.73,80.73,57.37
139,6,139,1,0,EpsilonCam,Imaging,55,137.29,0.016,135.09,126.22,7.03,64.53,1.097,4,540.37,320.37,59.29
139,6,139,1,0,ZetaHub,Accessories,22,38.62,0.01,38.23,46.33,-17.48,17.63,0.621,19,726.44,308.44,42.46
139,6,139,1,0,EtaDesk,Furniture,80,198.74,0.19,160.98,188.18,-14.45,21.6,0.619,4,643.92,323.92,50.3
139,6,139,1,0,ThetaMat,Accessories,15,35.04,0.193,28.28,35.07,-19.37,24.07,0.977,56,1583.53,743.53,46.95
140,0,140,0,0,AlphaWatch,Wearables,40,97.21,0.117,85.84,108.77,-21.08,42.39,0.805,8,686.69,366.69,53.4
140,0,140,0,0,BetaBuds,Audio,25,45.71,0.069,42.56,40.97,3.87,61.3,0.969,33,1404.35,579.35,41.25
140,0,140,0,0,GammaBand,Wearables,18,49.97,0.053,47.32,60.28,-21.5,2.41,0.5,8,378.57,234.57,61.96
140,0,140,0,0,DeltaDock,Accessories,30,62.32,0.15,52.97,59.48,-10.94,1.89,0.794,2,105.94,45.94,43.37
140,0,140,0,0,EpsilonCam,Imaging,55,136.23,0.082,125.06,145.72,-14.18,43.66,0.852,4,500.24,280.24,56.02
140,0,140,0,0,ZetaHub,Accessories,22,43.91,0.258,32.58,37.13,-12.25,20.11,0.57,25,814.53,264.53,32.48
140,0,140,0,0,EtaDesk,Furniture,80,144.2,0.137,124.44,128.41,-3.09,6.88,0.5,4,497.78,177.78,35.71
140,0,140,0,0,ThetaMat,Accessories,15,27.99,0.148,23.85,22.83,4.46,162.44,1.5,193,4602.56,1707.56,37.1
141,1,141,0,0,AlphaWatch,Wearables,40,77.76,0.077,71.77,72.04,-0.37,19.24,0.622,5,358.86,158.86,44.27
141,1,141,0,0,BetaBuds,Audio,25,51.68,0.109,46.05,43.63,5.54,6.84,0.5,7,322.33,147.33,45.71
141,1,141,0,0,GammaBand,Wearables,18,45.97,0.076,42.48,55.43,-23.37,2.17,0.5,10,424.76,244.76,57.62
141,1,141,0,0,DeltaDock,Accessories,30,55.53,0.208,43.98,54.52,-19.33,31.48,0.834,5,219.9,69.9,31.79
141,1,141,0,0,EpsilonCam,Imaging,55,108.25,0.033,104.68,104.63,0.05,44.88,1.166,7,732.74,347.74,47.46
141,1,141,0,0,ZetaHub,Accessories,22,52.06,0.039,50.03,61.59,-18.77,13.94,0.757,12,600.36,336.36,56.03
141,1,141,0,0,EtaDesk,Furniture,80,165.67,0.006,164.68,197.23,-16.51,13.98,0.622,2,329.35,169.35,51.42
141,1,141,0,0,ThetaMat,Accessories,15,32.08,0.083,29.42,23.56,24.86,13.01,0.559,24,706.02,346.02,49.01
142,2,142,0,0,AlphaWatch,Wearables,40,76.32,0.113,67.7,78.38,-13.63,42.88,0.961,8,541.57,221.57,40.91
142,2,142,0,0,BetaBuds,Audio,25,48.03,0.078,44.28,51.55,-14.1,4.85,0.647,5,221.42,96.42,43.55
142,2,142,0,0,GammaBand,Wearables,18,31.15,0.112,27.66,36.25,-23.69,21.04,0.567,41,1134.11,396.11,34.93
142,2,142,0,0,DeltaDock,Accessories,30,77.41,0.14,66.57,83.83,-20.59,17.28,0.712,4,266.29,146.29,54.94
142,2,142,0,0,EpsilonCam,Imaging,55,145.4,0.076,134.35,155.35,-13.52,33.44,0.873,4,537.4,317.4,59.06
142,2,142,0,0,ZetaHub,Accessories,22,40.56,0.011,40.11,52.6,-23.74,17.51,0.513,19,762.16,344.16,45.16
142,2,142,0,0,EtaDesk,Furniture,80,170.27,0.101,153.07,168.55,-9.18,23.57,0.843,3,459.22,219.22,47.74
142,2,142,0,0,ThetaMat,Accessories,15,28.12,0.112,24.97,28.99,-13.86,1.23,0.628,23,574.32,229.32,39.93
143,3,143,0,0,AlphaWatch,Wearables,40,100.95,0.054,95.5,117.7,-18.86,2.52,0.5,1,95.5,55.5,58.11
143,3,143,0,0,BetaBuds,Audio,25,65.68,0.019,64.43,63.1,2.11,41.14,0.786,6,386.59,236.59,61.2
143,3,143,0,0,GammaBand,Wearables,18,42.96,0.13,37.38,50.18,-25.52,1.0,0.5,11,411.13,213.13,51.84
143,3,143,0,0,DeltaDock,Accessories,30,77.15,0.025,75.22,66.74,12.71,5.59,0.5,1,75.22,45.22,60.12
143,3,143,0,0,EpsilonCam,Imaging,55,147.15,0.04,141.26,138.58,1.94,15.32,0.789,2,282.53,172.53,61.07
143,3,143,0,0,ZetaHub,Accessories,22,49.38,0.167,41.13,53.82,-23.57,8.21,0.51,14,575.87,267.87,46.52
143,3,143,0,0,EtaDesk,Furniture,80,179.69,0.11,159.92,183.93,-13.05,25.09,0.512,4,639.7,319.7,49.98
143,3,143,0,0,ThetaMat,Accessories,15,37.05,0.08,34.09,39.62,-13.97,1.27,0.5,11,374.95,209.95,55.99
144,4,144,0,0,AlphaWatch,Wearables,40,112.24,0.16,94.28,112.7,-16.34,6.09,0.558,2,188.56,108.56,57.57
144,4,144,0,0,BetaBuds,Audio,25,57.3,0.02,56.15,56.93,-1.36,1.3,0.5,2,112.31,62.31,55.48
144,4,144,0,0,GammaBand,Wearables,18,44.49,0.047,42.4,59.32,-28.52,82.45,1.134,55,2331.94,1341.94,57.55
144,4,144,0,0,DeltaDock,Accessories,30,77.4,0.142,66.41,76.75,-13.47,55.22,1.138,5,332.05,182.05,54.83
144,4,144,0,0,EpsilonCam,Imaging,55,146.17,0.178,120.15,141.91,-15.33,13.83,0.602,2,240.3,130.3,54.22
144,4,144,0,0,ZetaHub,Accessories,22,42.75,0.054,40.44,40.37,0.18,35.53,0.613,17,687.51,313.51,45.6
144,4,144,0,0,EtaDesk,Furniture,80,191.4,0.048,182.21,206.43,-11.73,46.39,1.005,8,1457.7,817.7,56.1
144,4,144,0,0,ThetaMat,Accessories,15,36.88,0.161,30.94,34.65,-10.7,54.26,1.129,79,2444.44,1259.44,51.52
145,5,145,1,0,AlphaWatch,Wearables,40,73.78,0.085,67.51,77.37,-12.75,39.75,0.826,13,877.61,357.61,40.75
145,5,145,1,0,BetaBuds,Audio,25,53.78,0.087,49.1,60.88,-19.35,47.93,0.903,30,1473.03,723.03,49.08
145,5,145,1,0,GammaBand,Wearables,18,35.22,0.076,32.54,36.64,-11.18,13.69,0.697,68,2212.94,988.94,44.69
145,5,145,1,0,DeltaDock,Accessories,30,84.54,0.077,78.03,81.92,-4.75,11.9,0.978,2,156.06,96.06,61.55
145,5,145,1,0,EpsilonCam,Imaging,55,97.99,0.024,95.64,118.71,-19.44,3.82,0.5,3,286.91,121.91,42.49
145,5,145,1,0,ZetaHub,Accessories,22,64.66,0.125,56.58,77.5,-27.0,29.63,0.609,11,622.35,380.35,61.12
145,5,145,1,0,EtaDesk,Furniture,80,177.54,0.044,169.73,176.48,-3.83,180.74,1.5,21,3564.29,1884.29,52.87
145,5,145,1,0,ThetaMat,Accessories,15,34.35,0.115,30.4,39.46,-22.96,0.67,0.533,11,334.4,169.4,50.66
146,6,146,1,0,AlphaWatch,Wearables,40,96.08,0.138,82.82,107.11,-22.68,0.65,0.641,2,165.64,85.64,51.7
146,6,146,1,0,BetaBuds,Audio,25,58.09,0.049,55.24,65.93,-16.21,3.47,0.781,4,220.97,120.97,54.75
146,6,146,1,0,GammaBand,Wearables,18,48.39,0.096,43.74,44.92,-2.62,49.83,0.728,25,1093.61,643.61,58.85
146,6,146,1,0,DeltaDock,Accessories,30,65.0,0.003,64.81,56.72,14.25,22.49,1.003,2,129.61,69.61,53.71
146,6,146,1,0,EpsilonCam,Imaging,55,99.57,0.276,72.09,105.27,-31.52,61.88,1.233,19,1369.68,324.68,23.71
146,6,146,1,0,ZetaHub,Accessories,22,51.89,0.024,50.64,56.4,-10.2,9.65,0.5,8,405.16,229.16,56.56
146,6,146,1,0,EtaDesk,Furniture,80,230.91,0.027,224.68,247.7,-9.3,49.74,0.863,7,1572.73,1012.73,64.39
146,6,146,1,0,ThetaMat,Accessories,15,35.87,0.103,32.18,42.82,-24.86,5.0,0.5,12,386.1,206.1,53.38
147,0,147,0,0,AlphaWatch,Wearables,40,88.07,0.065,82.35,75.43,9.17,40.23,0.637,5,411.73,211.73,51.42
147,0,147,0,0,BetaBuds,Audio,25,60.54,0.068,56.42,64.16,-12.06,17.25,0.615,7,394.96,219.96,55.69
147,0,147,0,0,GammaBand,Wearables,18,34.19,0.099,30.81,25.95,18.71,5.25,0.51,17,523.69,217.69,41.57
147,0,147,0,0,DeltaDock,Accessories,30,72.21,0.181,59.14,73.89,-19.96,45.53,0.84,6,354.84,174.84,49.27
147,0,147,0,0,EpsilonCam,Imaging,55,127.11,0.101,114.27,146.47,-21.98,17.01,0.624,4,457.09,237.09,51.87
147,0,147,0,0,ZetaHub,Accessories,22,48.49,0.098,43.74,49.84,-12.24,3.99,0.523,4,174.95,86.95,49.7
147,0,147,0,0,EtaDesk,Furniture,80,192.31,0.146,164.23,184.34,-10.91,26.85,0.813,7,1149.63,589.63,51.29
147,0,147,0,0,ThetaMat,Accessories,15,40.12,0.013,39.6,38.51,2.83,12.11,0.86,21,831.57,516.57,62.12
148,1,148,0,0,AlphaWatch,Wearables,40,87.26,0.032,84.47,92.78,-8.96,12.65,0.737,5,422.34,222.34,52.64
148,1,148,0,0,BetaBuds,Audio,25,69.32,0.02,67.93,71.36,-4.8,42.6,0.643,7,475.54,300.54,63.2
148,1,148,0,0,GammaBand,Wearables,18,43.44,0.013,42.88,43.33,-1.05,25.0,0.584,16,686.0,398.0,58.02
148,1,148,0,0,DeltaDock,Accessories,30,80.84,0.015,79.63,98.35,-19.04,6.42,0.569,1,79.63,49.63,62.32
148,1,148,0,0,EpsilonCam,Imaging,55,148.35,0.09,135.0,141.37,-4.51,13.69,0.938,4,539.99,319.99,59.26
148,1,148,0,0,ZetaHub,Accessories,22,48.82,0.117,43.11,48.85,-11.75,22.95,0.845,11,474.19,232.19,48.97
148,1,148,0,0,EtaDesk,Furniture,80,178.77,0.175,147.49,206.21,-28.48,66.3,1.059,9,1327.37,607.37,45.76
148,1,148,0,0,ThetaMat,Accessories,15,25.42,0.022,24.86,22.37,11.13,3.16,0.5,22,546.94,216.94,39.66
149,2,149,0,0,AlphaWatch,Wearables,40,68.86,0.077,63.56,79.2,-19.75,12.58,0.609,5,317.79,117.79,37.07
149,2,149,0,0,BetaBuds,Audio,25,50.57,0.027,49.2,43.76,12.44,27.14,0.768,17,836.48,411.48,49.19
149,2,149,0,0,GammaBand,Wearables,18,38.84,0.037,37.4,42.87,-12.75,0.81,0.607,8,299.22,155.22,51.88
149,2,149,0,0,DeltaDock,Accessories,30,69.77,0.071,64.82,65.22,-0.62,70.1,1.21,7,453.71,243.71,53.72
149,2,149,0,0,EpsilonCam,Imaging,55,109.55,0.021,107.25,109.13,-1.72,9.58,0.645,2,214.5,104.5,48.72
149,2,149,0,0,ZetaHub,Accessories,22,40.66,0.032,39.36,40.83,-3.6,37.21,0.724,21,826.54,364.54,44.1
149,2,149,0,0,EtaDesk,Furniture,80,220.48,0.07,205.05,235.48,-12.92,8.53,0.5,1,205.05,125.05,60.98
149,2,149,0,0,ThetaMat,Accessories,15,33.4,0.082,30.66,27.47,11.62,6.54,0.762,15,459.92,234.92,51.08
150,3,150,0,0,AlphaWatch,Wearables,40,106.95,0.034,103.31,105.35,-1.93,22.25,0.764,2,206.63,126.63,61.28
150,3,150,0,0,BetaBuds,Audio,25,56.86,0.052,53.9,50.84,6.03,14.28,0.65,9,485.13,260.13,53.62
150,3,150,0,0,GammaBand,Wearables,18,43.07,0.034,41.61,46.81,-11.12,4.32,0.707,19,790.51,448.51,56.74
150,3,150,0,0,DeltaDock,Accessories,30,55.67,0.021,54.5,59.84,-8.92,83.85,1.138,7,381.51,171.51,44.96
150,3,150,0,0,EpsilonCam,Imaging,55,95.06,0.058,89.55,97.79,-8.43,17.32,0.5,3,268.64,103.64,38.58
150,3,150,0,0,ZetaHub,Accessories,22,41.82,0.114,37.05,44.97,-17.61,30.75,0.647,31,1148.63,466.63,40.62
150,3,150,0,0,EtaDesk,Furniture,80,189.03,0.064,176.93,200.1,-11.58,28.76,0.654,5,884.66,484.66,54.78
150,3,150,0,0,ThetaMat,Accessories,15,31.77,0.282,22.81,37.61,-39.35,13.21,0.5,63,1437.08,492.08,34.24
151,4,151,0,0,AlphaWatch,Wearables,40,113.8,0.158,95.82,112.16,-14.57,35.27,0.924,4,383.28,223.28,58.25
151,4,151,0,0,BetaBuds,Audio,25,72.93,0.1,65.64,72.48,-9.44,31.83,0.566,5,328.19,203.19,61.91
151,4,151,0,0,GammaBand,Wearables,18,33.34,0.085,30.51,32.62,-6.48,26.46,0.602,44,1342.27,550.27,41.0
151,4,151,0,0,DeltaDock,Accessories,30,69.72,0.06,65.54,63.34,3.47,1.78,0.581,1,65.54,35.54,54.22
151,4,151,0,0,EpsilonCam,Imaging,55,95.6,0.097,86.33,100.37,-13.99,0.1,0.5,2,172.65,62.65,36.29
151,4,151,0,0,ZetaHub,Accessories,22,37.56,0.063,35.19,40.33,-12.74,14.41,0.654,28,985.42,369.42,37.49
151,4,151,0,0,EtaDesk,Furniture,80,145.79,0.138,125.67,130.54,-3.73,15.41,0.627,4,502.68,182.68,36.34
151,4,151,0,0,ThetaMat,Accessories,15,39.24,0.015,38.65,41.88,-7.71,65.92,1.125,29,1120.89,685.89,61.19
152,5,152,1,0,AlphaWatch,Wearables,40,107.07,0.171,88.76,119.75,-25.88,61.58,0.859,9,798.85,438.85,54.94
152,5,152,1,0,BetaBuds,Audio,25,69.18,0.166,57.7,62.14,-7.15,14.53,0.77,11,634.66,359.66,56.67
152,5,152,1,0,GammaBand,Wearables,18,44.36,0.186,36.11,38.77,-6.86,16.7,0.5,23,830.51,416.51,50.15
152,5,152,1,0,DeltaDock,Accessories,30,74.04,0.065,69.23,63.48,9.05,36.28,0.908,3,207.68,117.68,56.66
152,5,152,1,0,EpsilonCam,Imaging,55,126.44,0.007,125.55,126.46,-0.72,14.18,0.5,2,251.11,141.11,56.19
152,5,152,1,0,ZetaHub,Accessories,22,44.4,0.031,43.02,46.69,-7.85,7.06,0.847,19,817.45,399.45,48.87
152,5,152,1,0,EtaDesk,Furniture,80,196.13,0.03,190.25,219.21,-13.21,2.74,0.722,1,190.25,110.25,57.95
152,5,152,1,0,ThetaMat,Accessories,15,36.79,0.071,34.18,43.08,-20.66,73.0,1.196,67,2289.92,1284.92,56.11
153,6,153,1,0,AlphaWatch,Wearables,40,83.99,0.068,78.28,81.72,-4.21,1.02,0.698,3,234.84,114.84,48.9
153,6,153,1,0,BetaBuds,Audio,25,65.04,0.079,59.9,59.84,0.1,13.12,0.596,5,299.51,174.51,58.27
153,6,153,1,0,GammaBand,Wearables,18,40.16,0.079,36.99,34.59,6.93,5.31,0.723,17,628.79,322.79,51.33
153,6,153,1,0,DeltaDock,Accessories,30,79.75,0.05,75.76,71.75,5.59,12.71,0.566,1,75.76,45.76,60.4
153,6,153,1,0,EpsilonCam,Imaging,55,139.54,0.005,138.84,158.52,-12.41,10.61,0.795,3,416.53,251.53,60.39
153,6,153,1,0,ZetaHub,Accessories,22,58.84,0.051,55.84,63.96,-12.7,60.79,1.029,18,1005.1,609.1,60.6
153,6,153,1,0,EtaDesk,Furniture,80,177.32,0.125,155.16,207.98,-25.4,8.28,0.597,4,620.62,300.62,48.44
153,6,153,1,0,ThetaMat,Accessories,15,42.06,0.037,40.5,42.35,-4.36,4.46,0.5,8,324.03,204.03,62.97
154,0,154,0,0,AlphaWatch,Wearables,40,95.73,0.026,93.24,102.76,-9.26,10.32,0.635,4,372.96,212.96,57.1
154,0,154,0,0,BetaBuds,Audio,25,52.42,0.129,45.66,50.46,-9.52,34.27,0.942,24,1095.79,495.79,45.24
154,0,154,0,0,GammaBand,Wearables,18,37.46,0.08,34.46,33.29,3.52,55.47,0.705,54,1861.01,889.01,47.77
154,0,154,0,0,DeltaDock,Accessories,30,81.17,0.016,79.87,68.49,16.62,113.98,1.085,3,239.61,149.61,62.44
154,0,154,0,0,EpsilonCam,Imaging,55,129.73,0.082,119.09,148.04,-19.55,84.0,1.075,6,714.55,384.55,53.82
154,0,154,0,0,ZetaHub,Accessories,22,56.99,0.019,55.91,54.09,3.36,8.42,0.563,10,559.07,339.07,60.65
154,0,154,0,0,EtaDesk,Furniture,80,203.44,0.124,178.21,211.95,-15.92,1.71,0.5,1,178.21,98.21,55.11
154,0,154,0,0,ThetaMat,Accessories,15,38.7,0.062,36.3,39.46,-8.01,79.79,1.265,51,1851.33,1086.33,58.68
155,1,155,0,0,AlphaWatch,Wearables,40,81.63,0.03,79.18,81.07,-2.33,36.88,0.818,6,475.09,235.09,49.48
155,1,155,0,0,BetaBuds,Audio,25,50.12,0.031,48.57,48.55,0.03,26.68,0.708,9,437.1,212.1,48.52
155,1,155,0,0,GammaBand,Wearables,18,47.55,0.02,46.6,47.01,-0.87,38.52,0.723,17,792.18,486.18,61.37
155,1,155,0,0,DeltaDock,Accessories,30,70.83,0.011,70.05,71.79,-2.42,12.45,0.5,1,70.05,40.05,57.17
155,1,155,0,0,EpsilonCam,Imaging,55,150.89,0.052,143.04,161.95,-11.67,52.44,0.855,3,429.13,264.13,61.55
155,1,155,0,0,ZetaHub,Accessories,22,43.7,0.136,37.76,36.43,3.64,24.07,0.609,16,604.11,252.11,41.73
155,1,155,0,0,EtaDesk,Furniture,80,143.1,0.105,128.07,134.96,-5.1,30.88,0.792,5,640.37,240.37,37.54
155,1,155,0,0,ThetaMat,Accessories,15,33.11,0.016,32.58,32.98,-1.21,48.08,0.884,32,1042.57,562.57,53.96
156,2,156,0,0,AlphaWatch,Wearables,40,103.32,0.005,102.8,92.54,11.09,9.71,0.5,2,205.61,125.61,61.09
156,2,156,0,0,BetaBuds,Audio,25,66.57,0.104,59.65,66.63,-10.48,14.0,0.732,7,417.53,242.53,58.09
156,2,156,0,0,GammaBand,Wearables,18,43.3,0.059,40.75,35.25,15.59,24.68,0.548,11,448.2,250.2,55.82
156,2,156,0,0,DeltaDock,Accessories,30,77.75,0.058,73.24,81.45,-10.08,85.12,1.35,5,366.2,216.2,59.04
156,2,156,0,0,EpsilonCam,Imaging,55,130.83,0.135,113.17,142.64,-20.66,17.62,0.71,3,339.5,174.5,51.4
156,2,156,0,0,ZetaHub,Accessories,22,56.6,0.065,52.92,57.18,-7.45,2.65,0.5,3,158.76,92.76,58.43
156,2,156,0,0,EtaDesk,Furniture,80,139.34,0.082,127.91,143.4,-10.8,71.46,1.388,10,1279.14,479.14,37.46
156,2,156,0,0,ThetaMat,Accessories,15,38.1,0.137,32.88,39.3,-16.34,1.14,0.513,14,460.32,250.32,54.38
157,3,157,0,0,AlphaWatch,Wearables,40,104.67,0.04,100.48,89.84,11.85,7.95,0.5,1,100.48,60.48,60.19
157,3,157,0,0,BetaBuds,Audio,25,66.81,0.015,65.81,73.77,-10.79,54.29,0.978,12,789.69,489.69,62.01
157,3,157,0,0,GammaBand,Wearables,18,49.45,0.069,46.04,45.37,1.47,63.44,1.023,26,1196.99,728.99,60.9
157,3,157,0,0,DeltaDock,Accessories,30,80.09,0.056,75.6,67.54,11.94,13.91,0.603,2,151.21,91.21,60.32
157,3,157,0,0,EpsilonCam,Imaging,55,99.87,0.162,83.69,89.27,-6.25,34.1,0.825,5,418.46,143.46,34.28
157,3,157,0,0,ZetaHub,Accessories,22,40.92,0.093,37.11,46.1,-19.49,23.15,0.935,41,1521.69,619.69,40.72
157,3,157,0,0,EtaDesk,Furniture,80,165.19,0.054,156.27,164.77,-5.16,38.07,0.78,7,1093.89,533.89,48.81
157,3,157,0,0,ThetaMat,Accessories,15,29.52,0.063,27.66,29.31,-5.63,66.89,1.112,61,1687.27,772.27,45.77
158,4,158,0,0,AlphaWatch,Wearables,40,97.7,0.053,92.52,102.3,-9.56,83.32,1.197,11,1017.74,577.74,56.77
158,4,158,0,0,BetaBuds,Audio,25,44.04,0.078,40.6,52.37,-22.47,7.53,0.5,10,406.05,156.05,38.43
158,4,158,0,0,GammaBand,Wearables,18,39.87,0.101,35.84,45.02,-20.38,150.47,1.5,77,2759.92,1373.92,49.78
158,4,158,0,0,DeltaDock,Accessories,30,71.65,0.035,69.14,69.82,-0.97,62.55,0.804,3,207.43,117.43,56.61
158,4,158,0,0,EpsilonCam,Imaging,55,121.54,0.079,111.94,123.77,-9.56,3.48,0.5,2,223.88,113.88,50.87
158,4,158,0,0,ZetaHub,Accessories,22,53.53,0.069,49.84,63.21,-21.16,43.04,0.799,21,1046.57,584.57,55.86
158,4,158,0,0,EtaDesk,Furniture,80,149.3,0.065,139.6,156.24,-10.65,100.3,1.253,13,1814.74,774.74,42.69
158,4,158,0,0,ThetaMat,Accessories,15,42.64,0.045,40.72,46.26,-11.97,61.44,1.084,37,1506.68,951.68,63.16
159,5,159,1,0,AlphaWatch,Wearables,40,107.17,0.137,92.49,106.96,-13.53,24.26,0.762,6,554.93,314.93,56.75
159,5,159,1,0,BetaBuds,Audio,25,56.05,0.072,52.01,48.15,8.03,6.56,0.5,4,208.06,108.06,51.94
159,5,159,1,0,GammaBand,Wearables,18,45.75,0.075,42.32,47.19,-10.32,26.85,0.873,34,1438.84,826.84,57.47
159,5,159,1,0,DeltaDock,Accessories,30,81.64,0.058,76.9,77.38,-0.61,38.92,0.62,3,230.71,140.71,60.99
159,5,159,1,0,EpsilonCam,Imaging,55,137.78,0.239,104.85,163.99,-36.06,141.46,1.5,34,3564.92,1694.92,47.54
159,5,159,1,0,ZetaHub,Accessories,22,39.72,0.161,33.33,39.41,-15.44,34.98,0.559,54,1799.55,611.55,33.98
159,5,159,1,0,EtaDesk,Furniture,80,176.36,0.016,173.54,190.67,-8.99,72.45,1.19,9,1561.84,841.84,53.9
159,5,159,1,0,ThetaMat,Accessories,15,38.55,0.041,36.97,33.47,10.46,43.75,0.953,52,1922.41,1142.41,59.43
160,6,160,1,0,AlphaWatch,Wearables,40,115.09,0.114,101.97,101.06,0.9,37.96,0.928,6,611.82,371.82,60.77
160,6,160,1,0,BetaBuds,Audio,25,47.89,0.032,46.36,45.91,0.97,39.41,0.888,21,973.51,448.51,46.07
160,6,160,1,0,GammaBand,Wearables,18,37.36,0.119,32.91,44.19,-25.52,5.9,0.5,30,987.42,447.42,45.31
160,6,160,1,0,DeltaDock,Accessories,30,74.69,0.092,67.82,75.56,-10.25,35.24,0.649,2,135.64,75.64,55.76
160,6,160,1,0,EpsilonCam,Imaging,55,136.41,0.162,114.31,134.52,-15.02,3.87,0.5,2,228.62,118.62,51.89
160,6,160,1,0,ZetaHub,Accessories,22,56.98,0.023,55.67,63.68,-12.58,15.64,0.845,15,835.04,505.04,60.48
